item_id	item_ttle	item_add1	item_add2
65318997	"The Wort Hotel"	"50 N Glenwood St"	"Jackson, WY 83001"
690362390	"Town Square Tavern"	"20 E Broadway Ave"	"Jackson, WY 83001"
710188888	"Pinky G's Pizzeria"	"50 W Broadway Ave"	"Jackson, WY 83001"
90409230	"Teton Thai"	"135 N Cache St"	"Jackson, WY 83001"
133993617	"Backcountry Provisions"	"85 W Deloney Ave"	"Jackson, WY 83001"
65318999	"The Bunnery"	"130 N Cache St"	"Jackson, WY 83001"
712360069	"Snake River Grill"	"84 E Broadway Ave"	"Jackson, WY 83001"
896939893	"Cowboy Coffee"	"125 N Cache St"	"Jackson, WY 83001"
65316161	"Grannys Restaurant"	"1550  Sheridan Ave"	"Cody, WY 82414"
14715117	"Wendy's Old Fashioned Hamburgers"	"1456  Sheridan Ave"	"Cody, WY"
704278032	"Domino's Pizza"	"1454  Sheridan Ave"	"Cody, WY"
712981400	"The Eatery"	"1452  Sheridan Ave"	"Cody, WY 82414"
714701442	"Grab N Go Grill"	"1452  Sheridan Ave"	"Cody, WY 82414"
6574193	"Hong KONG Chinese Restaurant"	"1201  17th St"	"Cody, WY 82414"
144990289	"Shiki Japanese Cuisine"	"1420  Sheridan Ave"	"Cody, WY 82414"
80221124	"Wyoming's Rib & Chop House"	"1367  Sheridan Ave"	"Cody, WY 82414"
65316183	Zapata's	"1362  Sheridan Ave"	"Cody, WY 82414"
7756837	"La Comida"	"1385  Sheridan Ave"	"Cody, WY 82414"
714566438	"Siam Cafe"	"228  Main St"	"Lander, WY 82520"
897671326	"Sego Restaurant"	"388  Main St"	"Lander, WY 82520"
896277312	"Old Town Coffee"	"300  Main St"	"Lander, WY 82520"
701943411	"Ken & Betty's Main Street Ice Cream"	"371  Main St"	"Lander, WY 82520"
65277456	"The Oxbow"	"170  Main St"	"Lander, WY 82520"
160560434	"Domino's Pizza"	"175 N 4th St"	"Lander, WY"
896759567	"Kai Espresso & Gifts Inc"	"109  Main St"	"Lander, WY 82520"
4590973	"El Sol De Mexico"	"453  Main St, Ste B"	"Lander, WY 82520"
12954553	"Sunrise Espresso"	"525  Main St"	"Lander, WY 82520"
2855667	"China Garden"	"162 N 6th St"	"Lander, WY 82520"
715720342	"Dickey's Barbecue Pit"	"143 W Broadway St"	"Missoula, MT"
140917093	"La Parrilla"	"130 W Broadway St, Ste 2"	"Missoula, MT 59802"
714731616	"Philly West"	"134 W Broadway St"	"Missoula, MT 59802"
8131987	"Liquid Planet"	"223 N Higgins Ave"	"Missoula, MT 59802"
895507719	"Einstein Bros Bagels"	"150 W Broadway St"	"Missoula, MT"
4208399	"Doc's Sandwich Shop"	"214 N Higgins Ave"	"Missoula, MT 59802"
53704304	"Sean Kelly's A Public House"	"130 W Pine St"	"Missoula, MT 59802"
713020756	"The Empanada Joint"	"123 E Main St"	"Missoula, MT 59802"
10517994	"Pita Pit"	"130 N Higgins Ave"	"Missoula, MT 59802"
711068944	"Jimmy John's"	"420 N Higgins Ave, Ste A"	"Missoula, MT"
715725035	"B C Pizza Inc of Cadillac"	"110 E M 55"	"Cadillac, MI 49601"
895498965	"Lakewood on the Green"	"128 Lakewood Drive"	"Cadillac, MI 49601"
12884376	Subway	"6183 E M 115"	"Cadillac, MI 49601"
2205823	"Burger King"	"6101 E M 115"	"Cadillac, MI 49601"
714952106	"Java Too"	"6319 E M 115"	"Cadillac, MI 49601"
149561645	"Pine Chata Family Resort"	"5936 E M 55"	"Cadillac, MI 49601"
51476428	"Lakeside Charlies"	"301 S Lake Mitchell Dr"	"Cadillac, MI 49601"
707293754	"Meals On Wheels"	"21  7th St NW"	"Hazen, ND"
23629835	Subway	"709  3rd Ave NW"	"Hazen, ND"
149779510	"D'Andrea's Hot Stuff Pizza"	"34  Main Rd E"	"Hazen, ND 58545"
709513949	"Crabapple Ice Cream Shop"	"151  Main Rd E"	"Hazen, ND 58545"
3823737	"Little Bar & Grill"	"154  Main Rd E"	"Hazen, ND 58545"
689461472	"Java-Licious Coffee Cafe"	"119 E Main St"	"Beulah, ND 58523"
713783638	"Country Kettle Inc"	"140 W Main St"	"Beulah, ND 58523"
12884213	Subway	"200  Highway 49  S"	"Beulah, ND"
897501439	"Fanatics Sports Bar & Grill"	"2201  2nd Ave NW"	"Beulah, ND 58523"
156993434	"Jimmy's Pizza"	"1200  Highway 49  N"	"Beulah, ND 58523"
66757681	Cenex	"1600  Highway 49  N"	"Beulah, ND 58523"
898356054	"Grandview Steakhouse and BIGS Lounge"	"320  2nd Ave Ne"	"Beulah, ND 58523"
704605650	"Joe's Pizza"	"208 S Main St"	"Stanley, ND 58784"
715164146	"China Express"	"1001  4th St SE"	"Stanley, ND 58784"
898206399	"Godfather's Pizza"	"301  12th Ave SE"	"Stanley, ND"
33109942	"Northern Lights Cafe & Ice Cream Parlor"	"914  Po Box"	"Stanley, ND 58784"
889499498	"Carlos Mexican Restaurant"	"1527  Po Box"	"Stanley, ND 58784"
710484480	"Carlos Mexican Restaurant"	"1345  Po Box"	"Stanley, ND 58784"
57368154	"Joyce's Cafe"	"312  Po Box"	"Stanley, ND 58784"
697406446	"Two Way Steakhouse"	"604  Po Box"	"Stanley, ND 58784"
704605649	"Jazey's Coney Island"	"576  Po Box"	"Stanley, ND 58784"
896390976	"Kamilah Mexican Restaurant LLP"	"756  Po Box"	"Stanley, ND 58784"
65291302	"Main Street Diner"	"41 N Main St"	"Buffalo, WY 82834"
697594568	"The Virginian"	"18 N Main St"	"Buffalo, WY 82834"
685824037	"Virginian Restaurant"	"10 N Main St"	"Buffalo, WY 82834"
131569997	"Big Horn Title"	"216 N Main St"	"Buffalo, WY 82834"
688928716	"Sol De Vallarta LLC"	"4 S Main St"	"Buffalo, WY 82834"
702268480	"Udder House"	"38 S Main St"	"Buffalo, WY 82834"
2855884	"China Garden"	"386 N Main St"	"Buffalo, WY 82834"
6180631	Hardee's	"104 E Hart St"	"Buffalo, WY"
65291300	"Taco John's"	"100 E Hart St"	"Buffalo, WY"
13319210	"Bread Board"	"190 E Hart St"	"Buffalo, WY 82834"
710484484	"Farmers Union Oil P 0"	"219  Po Box"	"Beach, ND 58621"
5251484	"Flying J Travel Plaza & Restaurant"	"277  Po Box"	"Beach, ND 58621"
133492035	"La Playa Mexican Restaurant"	"306  Po Box"	"Beach, ND 58621"
1058653	"2nd Ave Sinclair"		"Williston, ND 58801"
713456449	"The Williston"	"408  1st Ave E"	"Williston, ND 58801"
897455292	"Basil Sushi Bar & Asian Fusion"	"14 E Broadway"	"Williston, ND 58801"
714732652	"Hawaii Fire Grill"	"408  1st Ave E"	"Williston, ND 58801"
57372575	"Castle Cafe"	"313  Main St"	"Williston, ND 58801"
695298788	"The Daily Addiction"	"307  Main St"	"Williston, ND 58801"
713021366	"Russon's Deli"	"18  2nd St E"	"Williston, ND 58801"
712071002	"7 Cases LLC"	"216  Main St"	"Williston, ND 58801"
714976464	"Los Compadres"	"216  Main St"	"Williston, ND 58801"
57372307	"The Lunch Box"	"20 W Broadway"	"Williston, ND 58801"
153350140	"2k's Kafe"	"406  3rd Ave S"	"Great Falls, MT 59405"
683777166	"Mountain View Pizza"	"225  2nd St S"	"Great Falls, MT 59405"
713605703	"Investments So"	"202  2nd Ave S, Ste 102"	"Great Falls, MT 59405"
53671680	"Bert & Ernie's Tavern & Grill"	"300  1st Ave S"	"Great Falls, MT 59401"
897394863	"The Celtic Cowboy Pub & Restaurant"	"116 1st Ave S"	"Great Falls, MT 59401"
53671665	Subway	"426  Central Ave"	"Great Falls, MT"
897269015	"Mighty Mo Brewing Co"	"412 Central Ave"	"Great Falls, MT 59401"
73566743	"Little Canton Oriental House"	"24  5th St S"	"Great Falls, MT 59401"
695222112	"The Downtown Doghouse"	"4  5th St S"	"Great Falls, MT 59401"
39492	"5th Street Diner"	"500  Central Ave"	"Great Falls, MT 59401"
702018213	"No Way Jose Restaurant"	"1201  Sunset Dr"	"Grenada, MS 38901"
683852283	"Popeyes Famous Fried Chicken"	"747  Sunset Dr"	"Grenada, MS"
704397187	KFC	"699  Sunset Dr"	"Grenada, MS"
2205423	"Burger King"	"1250  Sunset Dr"	"Grenada, MS"
52785439	"La Cabana Mexican Cantina & Grill"	"1248  Sunset Dr"	"Grenada, MS 38901"
5907537	"Great Wall Chinese Restaurant"	"1222  Sunset Dr"	"Grenada, MS 38901"
52785452	"Taco Bell"	"1317  Sunset Dr"	"Grenada, MS"
715731799	"Church's Chicken"	"1317  Sunset Dr"	"Grenada, MS"
4248824	"Domino's Pizza"	"1303  Sunset Dr"	"Grenada, MS"
149181908	McDonald's	"1319  Sunset Dr"	"Grenada, MS"
9000873	"Mig's of 96"	"113 E Main St"	"Ninety Six, SC 29666"
154183956	"Mig's Pizza Castle"	"2895  Main St"	"Newberry, SC 29108"
685197543	"Mig's Pizza Castle"	"1415  Bypass 72  NE"	"Greenwood, SC 29649"
713456414	"LATTES & SUNDAES"	"503  Fuller Ave"	"Helena, MT 59601"
704307595	"Domino's Pizza"	"700 N Last Chance Gulch"	"Helena, MT"
9660130	"No Sweat Cafe"	"427 N Last Chance Gulch"	"Helena, MT 59601"
53683139	"Firetower Coffee House"	"422 N Last Chance Gulch"	"Helena, MT 59601"
53684826	"The Bagel Company"	"735 N Last Chance Gulch"	"Helena, MT 59601"
13713319	"Toi's Thai"	"423 N Last Chance Gulch"	"Helena, MT 59601"
1657645	"Bert & Ernie's Dining Saloon & Grill"	"361 N Last Chance Gulch"	"Helena, MT 59601"
708843494	Subway	"863  Great Northern Blvd, Ste 101"	"Helena, MT"
713847650	"Fusion Grille"	"825  Great Northern Blvd"	"Helena, MT 59601"
709661763	"Hub Coffee"	"314 N Last Chance Gulch"	"Helena, MT 59601"
1914406	"Bonanza Freeze"	"1040 S Montana St"	"Butte, MT 59701"
53730013	"Northwest Noodles N Wraps"	"563 S Arizona St"	"Butte, MT 59701"
53729711	"North Star Diner"	"1107  Utah Ave"	"Butte, MT 59701"
86880048	Subway	"350 S Montana St"	"Butte, MT"
7278493	"Jokers Wild"	"1201 S Montana St"	"Butte, MT 59701"
7253274	"Pork Chop John's Sandwich Shop"	"8 W Mercury St"	"Butte, MT 59701"
889398828	"The Original Pork Chop John's"	"8 W Mercury St"	"Butte, MT 59701"
2126629	"Bruce's Quick Lube & Car Care"	"1111 E Front St"	"Butte, MT 59701"
10306711	"Pekin Noodle Parlor"	"117 S Main St"	"Butte, MT 59701"
713020971	"The Cafe At Park & Main"	"8 W Park St"	"Butte, MT 59701"
897784431	"Sidetrack Cafe"	"301  Railroad Ave"	"Alberton, MT 59820"
140917001	"Knitting Depot Boutique"	"311  Railroad Ave"	"Alberton, MT 59820"
110280230	"River Edge Resort & Steakhouse"	"501  Po Box"	"Alberton, MT 59820"
67984912	"Second Home Restaurant"	"1962  Mt Highway 28"	"Hot Springs, MT 59845"
77424110	"Larry's Six Mile Tavern"	"23384  Huson Rd"	"Huson, MT 59846"
699144892	"Carole' Coffee Place"	"117 N 4th St, Ste A1"	"Hamilton, MT 59840"
136003679	"River Rising"	"337 W Main St"	"Hamilton, MT 59840"
1343498	"Back Door Deli"	"105 S 3rd St"	"Hamilton, MT 59840"
713947895	"Big Creek Coffee Roasters"	"301 W Main St"	"Hamilton, MT 59840"
1715629	"Coffee Jitterz"	"252 W Main St"	"Hamilton, MT 59840"
53711282	"Banque Club"	"225 W Main St"	"Hamilton, MT 59840"
704759795	"Taco Del Sol"	"225 W Main St"	"Hamilton, MT 59840"
707569901	"The Loft"	"217 W Main St, Ste 2"	"Hamilton, MT 59840"
702849625	"The Filling Station Grille"	"203 W Main St"	"Hamilton, MT 59840"
698776898	"Liaisons Coffee House & Drop-In Playcare"	"111 N 2nd St"	"Hamilton, MT 59840"
686958381	"Ils Wayport Inc"	"11882  Us Highway 93  S"	"Lolo, MT 59847"
683776612	McDonald's	"11882  Us Highway 93  S"	"Lolo, MT"
6265244	"Hayloft Deli"	"11885  Us Highway 93  S"	"Lolo, MT 59847"
702850428	Quiznos	"12011  Us Highway 93  S"	"Lolo, MT"
6613880	"Lolo Super Stop"	"12011  Us Highway 93  S"	"Lolo, MT 59847"
895379853	"Lochsa Lodge"	"115  Powell Rd"	"Lolo, MT 59847"
6030156	"Lolo Creek Steakhouse Inc"	"6600  Highway 12  W"	"Lolo, MT 59847"
687212483	"Heraldo's Mexican and American Restauran"	"116  Glacier Dr, Ste 106"	"Lolo, MT 59847"
149797363	"Travelers Rest"	"10565  Highway 12  W"	"Lolo, MT 59847"
141942359	Tacotime	"11400  Us Highway 93  S"	"Lolo, MT"
53665669	"Scharf's Family Restaurant"	"819  Main St"	"Deer Lodge, MT 59722"
713947907	"The Chicken House LLC"	"502  Main St"	"Deer Lodge, MT 59722"
2081083	"Broken Arrow Casino & Steak House"	"317  Main St"	"Deer Lodge, MT 59722"
76635	"AW Family Restaurant"	"209  Main St"	"Deer Lodge, MT 59722"
694345613	"Yak Yak's"	"200  Main St"	"Deer Lodge, MT 59722"
897324485	"A&W Restaurant"	"209 N Main St"	"Deer Lodge, MT"
8725463	McDonald's	"1005  Hollenbeck Ln"	"Deer Lodge, MT"
704308328	"Super 8 Motel"	"1150 N Main St"	"Deer Lodge, MT"
5321394	"Four B's Restaurant"	"1210 N Main St"	"Deer Lodge, MT 59722"
895209319	"Sesame Walk"	"1007  Village Ln"	"Deer Lodge, MT 59722"
65657393	"Amigos Mexican Restaurant"	"209  Madison Ave"	"West Yellowstone, MT 59758"
1000000226149	Arby's	"138 Firehole"	"West Yellowstone, MT 59758"
895171758	Subway	"136 N Canyon St"	"West Yellowstone, MT"
895113443	"Old Town Cafe"	"128  Madison Ave"	"West Yellowstone, MT 59758"
895174257	"Chinatown Restaurant"	"110  Madison Ave"	"West Yellowstone, MT 59758"
895242217	"Buckaroo Bills Ice Cream Parlor & BBQ"	"24 N Canyon St"	"West Yellowstone, MT 59758"
896776348	"China Fun Restaurant"	"316  Canyon St"	"West Yellowstone, MT 59758"
895143775	"Canyon Street Grill"	"22 N Canyon St"	"West Yellowstone, MT 59758"
53728324	"Madison Crossing"	"121  Madison Ave"	"West Yellowstone, MT 59758"
895115941	"Arrowleaf Ice Cream Parlor"	"27 N Canyon St"	"West Yellowstone, MT 59758"
53730354	"Belgrade Lounge"	"32 E Main St"	"Belgrade, MT 59714"
694725907	"Rio Sabinas Restaurant"	"11 W Main St"	"Belgrade, MT 59714"
694345760	"Frg Belgrade LLC"	"11 W Main St"	"Belgrade, MT 59714"
149792951	"Mint Bar & Cafe"	"27 E Main St"	"Belgrade, MT 59714"
695718356	"Broadway Casinos"	"11 W Main St"	"Belgrade, MT 59714"
896032466	"The Hut"	"119 E Main St"	"Belgrade, MT 59714"
694344107	"Bar 3 Bar Bq"	"100 S Broadway"	"Belgrade, MT 59714"
888958772	"Bob's Pizza"	"212 W Main St, Ste 3"	"Belgrade, MT 59714"
694345759	"Desert Rose"	"213 W Main St"	"Belgrade, MT 59714"
888958920	Soby's	"321 W Main St"	"Belgrade, MT 59714"
897379289	"Belly Busters"	"123 N Main St"	"Marion, OH 43302"
714510995	"Maury's On Main"	"138 S Main St"	"Marion, OH 43302"
687128406	"Baires Deli LLC"	"131 S Main St"	"Marion, OH 43302"
714619333	"Courtyard Grub & Pub"	"142 N Main St"	"Marion, OH 43302"
14833234	"Tavern Whitey's"	"119 W Huber St"	"Marion, OH 43302"
897382349	"Marion City Schools"	"169 E Center St"	"Marion, OH 43302"
10146548	"Papa John's Pizza"	"254 E Center St"	"Marion, OH"
58046884	"East of Chicago Pizza"	"267 E Center St"	"Marion, OH 43302"
692468047	"Infinity Restaurant"	"267 W Center St"	"Marion, OH 43302"
58039852	"Tubby's Pizza"	"138 W Columbia St"	"Marion, OH 43302"
1000000219638	"Johnny's Pizza House"	"24437 Katy Fwy, 100"	"Katy, TX 77494"
704266299	Chick-Fil-A	"369 S Mason Rd"	"Katy, TX 77450"
685365104	"Panera Bread"	"23501 Cinco Ranch Boulevard"	"Katy, TX 77494"
702497997	"Wendy's Old Fashioned Hamburgers"	"2201 S Mason Rd"	"Katy, TX 77450"
704264971	Chick-Fil-A	"23860  Westheimer Pkwy"	"Katy, TX 77494"
898440836	"Johnny's Pizza House"	"24437  Katy Fwy 100"	"Katy, TX 77494"
63035470	"Outback Steakhouse"	"20455 Katy Fwy"	"Katy, TX 77450"
63034623	"Souper Salad"	"20220  Katy Fwy, Ste C"	"Katy, TX 77449"
704266739	Arby's	"1235 N Fry Rd"	"Katy, TX 77449"
63035486	"Wendy's Old Fashioned Hamburgers"	"307 S Fry Rd"	"Katy, TX 77450"
713198501	Subway	"26 S Market St"	"Selinsgrove, PA"
708203171	"Marie's Teas"	"11 S Market St"	"Selinsgrove, PA 17870"
708347907	"Isabella LLC"	"23 S Market St"	"Selinsgrove, PA 17870"
60141891	"Kinfolks Restaurant"	"1 S Market St"	"Selinsgrove, PA 17870"
6964523	"IT Express"	"31 S Market St"	"Selinsgrove, PA 17870"
713325603	"Bella's Pizza LLC"	"29 S Market St"	"Selinsgrove, PA 17870"
1785716	"Bj's Steak and Rib House"	"17 N Market St"	"Selinsgrove, PA 17870"
60141435	"The Kind Cafe"	"16 N Market St"	"Selinsgrove, PA 17870"
895992465	"Morning Glory Station"	"106 N High St"	"Selinsgrove, PA 17870"
60141897	"Selin's Grove Brewing Co"	"121 N Market St"	"Selinsgrove, PA 17870"
52825716	"Ellis Seafood"	"211 W Woodrow Wilson Ave"	"Jackson, MS 39213"
2448533	"Captain D's Seafood Restaurants"	"235 W Woodrow Wilson Ave"	"Jackson, MS"
4645920	"Ellis Seafood"	"1041  Ellis Ave"	"Jackson, MS 39209"
52816842	"Farmers Seafood Co"	"1840  Wisteria Dr"	"Jackson, MS 39204"
896245218	"Terry Seafood"	"3040  Terry Rd"	"Jackson, MS 39212"
77236631	"Monte's Steak & Seafood"	"1855  Lakeland Dr, Ste N10"	"Jackson, MS 39216"
92038088	"Bodon's Catfish & Seafood"	"3881  I 55  S"	"Jackson, MS 39212"
896905133	"Chef Rayford Famous"	"Po Box 11236"	"Jackson, MS 39283"
52825736	"Red Lobster"	"6357  I 55  N"	"Jackson, MS"
52823388	"Copeland's of New Orleans"	"6390  Ridgewood Rd"	"Jackson, MS"
11141377	"Red Lobster"	"25901  Hoover Rd"	"Warren, MI"
9391218	"Ny Sea Food"	"27108  Dequindre Rd"	"Warren, MI 48092"
704367233	"Long John Silver's Seafood"	"3755 E 8 Mile Rd"	"Warren, MI"
895167352	"Mi Rinconcito Restaurant"	"319  Highway 50 Business Loop"	"Olathe, CO 81425"
895692452	Subway	"505  Highway 50 Business Loop"	"Olathe, CO 81425"
895207175	Frito-Lay	"700  Highway 50 Business Loop"	"Olathe, CO 81425"
30202922	"Jetway Cafe"	"2100  Airport Rd"	"Montrose, CO 81401"
700442643	Wienerschnitzel	"1440 N Townsend Ave, Ste A"	"Montrose, CO 81401"
698588004	"Cowboy Ciao"	"1140 N Townsend Ave"	"Montrose, CO 81401"
6565331	"Hometown Buffet"	"1065  Hartig Dr"	"Delta, CO 81416"
687127879	"Butch's Cafe"	"1560 S Main St"	"Delta, CO 81416"
695895972	"The Shanty Il"	"411 N Townsend Ave"	"Montrose, CO 81401"
10527691	"Pizza Hut"	"1252  Main St"	"Delta, CO 81416"
3253345	"Days Inn Montrose"	"1417 East Main Street"	"Montrose, CO"
6505659	"Holiday Inn Express & Suites Montrose"	"1391 South Townsend Avenue"	"Montrose, CO"
42676953	"Best Western"	"1702 E Main St"	"Montrose, CO"
710101045	"Motel 6"	"1655 E Main St"	"Montrose, CO"
704522072	"Super 8 Montrose"	"1705 E Main St"	"Montrose, CO"
3281090	"Comfort Inn"	"2100 E Main St"	"Montrose, CO"
698777114	"Econo Lodge"	"2100 E. Main St."	"Montrose, CO"
42676584	"Quality Inn & Suites"	"2751 Commercial Way"	"Montrose, CO"
141725338	"Hampton Inn by Hilton"	"1980 N Townsend Ave"	"Montrose, CO"
898419188	"2 Margaritas GRILL"	"10412 NE Fourth Plain Blvd"	"Vancouver, WA 98662"
145173988	"3 Margaritas"	"6505 W Canal Dr"	"Kennewick, WA 99336"
7890323	"3 Margaritas"	"627  Jadwin Ave"	"Richland, WA 99352"
111076264	"4 Caminos Mexican Restaurant"	"3503 E Fourth Plain Blvd, Ste I"	"Vancouver, WA 98661"
714420243	"A Que Tacos"	"2012  Main St"	"Ferndale, WA 98248"
695744350	"Abelardos Mexican Restaurant"	"11519 E Sprague Ave"	"Spokane, WA 99206"
714182702	"Acalas Tortas"	"4817  Evergreen Way"	"Everett, WA 98203"
888727933	"Acapulco Fresh Mexican Grill"	"16330  Cleveland St"	"Redmond, WA 98052"
88022587	"Acapulco Fresh Mexican Grill"	"6016 NE Bothell Way"	"Kenmore, WA 98028"
713220320	"Agave Cocina & Cantina"	"17158  Redmond Way"	"Redmond, WA 98052"
147550835	"Taco Bell"	"397  Santa Rosa St"	"San Luis Obispo, CA 93405"
41755955	"Taco De Mexico"	"374  Santa Rosa St"	"San Luis Obispo, CA 93405"
13108049	"Taco Roco"	"281  Santa Rosa St"	"San Luis Obispo, CA 93405"
713969946	"Que Pasa Mexican Cafe"	"1009  Monterey St"	"San Luis Obispo, CA 93401"
897735175	"Tacos De Acapulco"	"596  California Blvd"	"San Luis Obispo, CA 93405"
702047847	"Chipotle Mexican Grill"	"853  Higuera St"	"San Luis Obispo, CA 93401"
157448154	"Tonita's Mexican Food"	"1024  Nipomo St"	"San Luis Obispo, CA 93401"
41752417	"Pancho's Mexican Foods"	"1231  Johnson Ave"	"San Luis Obispo, CA 93401"
896591672	"Carl's Jr. / Green Burrito"	"195 N Santa Rosa St"	"San Luis Obispo, CA 93405"
10343396	"Pepe Delgado's Mexican Restaurant"	"1601  Monterey St"	"San Luis Obispo, CA 93401"
61114327	"Down Home Restaurant"	"300 W Main St"	"Johnson City, TN 37604"
152740311	"Scratch Brick Oven Food Works"	"100 E Unaka Ave"	"Johnson City, TN 37601"
152157434	"Mid City Grill"	"106  Commerce St"	"Johnson City, TN 37604"
137598547	"Miss Melanie's Tea Room"	"123 E Unaka Ave"	"Johnson City, TN 37601"
713267025	"Stir Fry Cafe"	"101  Roan St"	"Johnson City, TN 37601"
61093750	"Ace's Pizza"	"101 E 8th Ave"	"Johnson City, TN 37601"
697440974	"Everette's Saloon"	"1121 N Roan St"	"Johnson City, TN 37601"
897427268	"House Korean Taco"	"101  Buffalo St"	"Johnson City, TN 37604"
7442053	"Kay's Country Kitchen"	"5263  Bucktown Rd"	"Cambridge, MD 21613"
715193438	"Labella Pizzeria"	"1721  Race St"	"Cambridge, MD 21613"
699041642	"Bay Country Bakery"	"2951  Ocean Gtwy"	"Cambridge, MD 21613"
708348067	"Verona Pizza"	"2831  Ocean Gtwy"	"Cambridge, MD 21613"
50349004	"Cambridge Diner"	"2924  Old Route 50"	"Cambridge, MD 21613"
712558354	Subway	"2775  Dorchester Sq"	"Cambridge, MD 21613"
895477712	Hardee's	"800  Woods Rd"	"Cambridge, MD 21613"
1015101	Arby's	"2731 Dorchester Square"	"Cambridge, MD 21613"
710091383	"Hot Spot Cool Eats"	"3028  Ocean Gtwy"	"Cambridge, MD 21613"
712767978	"Peking Inc"	"2717  Ocean Gtwy"	"Cambridge, MD 21613"
695797596	Subway	"28788  The Old Rd"	"Valencia, CA"
41907960	"Tommy's Original World Famous Hamburgers"	"28116  The Old Rd"	"Valencia, CA 91355"
3990317	"Del Taco"	"28082  The Old Rd"	"Valencia, CA"
41897782	"Jack in the Box"	"28144  The Old Rd"	"Valencia, CA"
7201319	"Jimmy Dean Charbroil Burger"	"28018  The Old Rd"	"Valencia, CA 91355"
711387188	"Scv Restaurant Equipment"	"25605  Avenue Stanford"	"Valencia, CA 91355"
24813837	"Charly Temmel & Wt Ice Cream Inc"	"25437  Rye Canyon Rd"	"Valencia, CA 91355"
41906962	"The Sandwich Shop"	"25530  Avenue Stanford, Ste 207"	"Valencia, CA 91355"
140735660	Blimpie	"27931  Kelly Johnson Pkwy"	"Valencia, CA"
9436829	"National Band Saw Company"	"25322  Avenue Stanford"	"Valencia, CA 91355"
1327697	"B K Root Beer Drive In"	"1407  South St"	"Piqua, OH 45356"
58246817	"Pizza Hut"	"1631  Covington Ave"	"Piqua, OH 45356"
896699779	"Pizza Hut"	"1631  Covington Ave"	"Piqua, OH 45356"
90916162	McDonald's	"1935  Covington Ave"	"Piqua, OH 45356"
888917116	"Faith's Pizza"	"536  Wilson Ave"	"Piqua, OH 45356"
706357668	"Mr Burrito"	"1567  Covington Ave"	"Piqua, OH 45356"
58246840	Subway	"1575  Covington Ave"	"Piqua, OH 45356"
58246830	"Pizza Hut"	"1575  Covington Ave"	"Piqua, OH 45356"
693124980	Subway	"1563  Covington Ave"	"Piqua, OH 45356"
90916161	"Dragon City Restaurant"	"1598  Covington Ave, Ste 110"	"Piqua, OH 45356"
1000000281364	"Hollywood Gaming at Dayton Raceway"	"777 Hollywood Blvd"	"Dayton, OH 45414"
54890889	"Gregorys Seafood Restaurant & Market"	"2064  Route 37"	"Manchester Township, NJ 08759"
708459282	"Frankos Kitchen"	"521  Lakehurst Rd"	"Browns Mills, NJ 08015"
702286652	"Ju-Jus Seafood Soulfood Llc"	"7  Juliustown Rd"	"Browns Mills, NJ 08015"
12247908	"Skippers Seafood Exchange"	"647  Route 72"	"Barnegat, NJ 08005"
54919252	"Red Lobster"	"1298  Hooper Ave"	"Toms River, NJ 08753"
21959179	"A-1 Seafood Center"	"1627  Route 37  E"	"Toms River, NJ 08753"
7202714	"Jimmys Grocery and Seafood"	"236  2nd St"	"Lakewood, NJ 08701"
695780188	"Ahearns Seafood Market"	"158  Wells Mill Rd"	"Waretown, NJ 08758"
54915335	"Yolanda's River House"	"401 Monmouth Ave."	"Ocean Gate, NJ 08740"
7536274	KFC	"905 SW 7th St"	"Atlantic, IA 50022"
889592987	"Taco Bell"	"905 SW 7th St"	"Atlantic, IA 50022"
48673927	"Casey's Carry Out Pizza"	"911 SW 7th St"	"Atlantic, IA 50022"
889705157	"Casey's General Store"	"911 SW 7th St"	"Atlantic, IA 50022"
48674221	"Pizza Hut"	"1105 W 7th St"	"Atlantic, IA 50022"
4949487	"Family Table of Atlantic"	"609 W 7th St"	"Atlantic, IA 50022"
1179876	"Atlantic Golf & Country Club"	"102 W 29th St"	"Atlantic, IA 50022"
695808053	"West Side Diner"	"604 W 7th St"	"Atlantic, IA 50022"
91763498	"Rancho Grande Mexican Restaurant"	"500 W 7th St"	"Atlantic, IA 50022"
145171147	"Madi G's Tanked Fish"	"4855 E Warner Rd, Ste 31"	"Phoenix, AZ 85044"
1000000122249	"Tortilla Fish"	"1320 W Elliot Rd #102"	"Tempe, AZ 85284"
895553358	"Tortilla Fish"	"1320 W Elliot Rd, Ste 102"	"Tempe, AZ 85284"
715151184	"Mandy's Fish and Chips 2"	"6044 S 16th St"	"Phoenix, AZ 85042"
38883456	"Ok Fish & Chips"	"5825 S 16th St"	"Phoenix, AZ 85040"
38976571	"Pete's Fish & Chips"	"1017 E Apache Blvd"	"Tempe, AZ 85281"
38975906	"Courtyard Tempe Downtown"	"601 South Ash Avenue"	"Tempe, AZ 85281"
38976431	"Caffe Boa"	"398 S Mill Ave, Ste 110"	"Tempe, AZ 85281"
690492353	"Maryin's Fish And Chips"	"5436 S Central Ave"	"Phoenix, AZ 85040"
38929227	"Pete's Fish & Chips"	"3920 S Central Ave, Ste 2"	"Phoenix, AZ 85040"
62104242	"Mario’s Seawall Italian Restaurant"	"628 Seawall Blvd."	"Galveston, TX 77550"
148274364	"Taco Bell"	"1190  Us Highway 22"	"Phillipsburg, NJ 08865"
711412367	"March St Burrito LLC"	"518  March St"	"Easton, PA 18042"
